人工智能关键词,企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,来源平台,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
大数据,星环科技,中级数据治理工程师,重庆,重庆渝北区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 SQL、数据血缘、数据质量、DataHub、数据资产。典型场景为数据资产与实时分析。 需参与低代码与智能化研发工具建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,校园招聘,大数据,前程无忧,重庆,重庆两江新区,2023-03-24,2023-05-21,2023,2023,前程无忧
大数据,微步科技,数据治理工程师,合肥,合肥蜀山区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、SQL、DataHub、数据质量、数据资产。典型场景为数据资产与实时分析。 需参与端云协同与边缘计算落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,校园招聘,大数据,前程无忧,合肥,合肥高新区,2023-11-09,2024-01-07,2023,2024,前程无忧
大数据,微步科技,中级数据治理工程师,长沙,长沙岳麓区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 SQL、数据质量、数据资产、数据血缘、DataHub。典型场景为数据资产与实时分析。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,8,校园招聘,大数据,智联招聘,长沙,长沙高新区,2023-09-09,2023-10-09,2023,2023,智联招聘
大数据,智航科技,高级数据治理工程师,北京,北京朝阳区,16,25,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据资产、数据质量、数据血缘、DataHub、SQL。典型场景为数据资产与实时分析。 需参与技术体系升级与重构。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,社会招聘,大数据,前程无忧,北京,北京望京,2023-02-05,2023-04-04,2023,2023,前程无忧
大数据,天枢科技,中级数据治理工程师,深圳,深圳南山区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据资产、SQL、数据质量、DataHub、数据血缘。典型场景为数据资产与实时分析。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,大数据,BOSS直聘,深圳,深圳科技园,2023-03-13,2023-05-03,2023,2023,BOSS直聘
大数据,华云数据,数据治理工程师,长沙,长沙岳麓区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据质量、SQL、DataHub、数据资产。典型场景为数据资产与实时分析。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,大数据,高校就业网,长沙,长沙高新区,2023-09-14,2023-10-15,2023,2023,高校就业网
大数据,云端智算,数据治理工程师,西安,西安雁塔区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 SQL、数据质量、DataHub、数据血缘、数据资产。典型场景为数据资产与实时分析。 需参与低代码与智能化研发工具建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,4,社会招聘,大数据,高校就业网,西安,西安高新区,2023-08-28,2023-10-15,2023,2023,高校就业网
大数据,天工科技,数据治理工程师,杭州,杭州余杭区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataHub、数据质量、数据血缘、SQL、数据资产。典型场景为数据资产与实时分析。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,10,实习,大数据,BOSS直聘,杭州,杭州梦想小镇,2023-11-12,2023-12-19,2023,2023,BOSS直聘
大数据,慧联科技,中级数据治理工程师,厦门,厦门思明区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据质量、SQL、数据资产、数据血缘、DataHub。典型场景为数据资产与实时分析。 需负责算法模型的工程化部署与迭代。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,校园招聘,大数据,BOSS直聘,厦门,厦门软件园,2023-09-01,2023-10-17,2023,2023,BOSS直聘
大数据,启明信息,数据治理工程师,上海,上海徐汇区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataHub、数据资产、数据质量、SQL、数据血缘。典型场景为数据资产与实时分析。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,4,社会招聘,大数据,智联招聘,上海,上海漕河泾,2023-01-16,2023-03-01,2023,2023,智联招聘
大数据,青桐科技,中级数据治理工程师,厦门,厦门思明区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据质量、数据血缘、数据资产、SQL、DataHub。典型场景为数据资产与实时分析。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,大数据,前程无忧,厦门,厦门软件园,2023-12-15,2024-02-02,2023,2024,前程无忧
大数据,认知智能,数据治理工程师,上海,上海浦东新区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据资产、数据质量、SQL、数据血缘、DataHub。典型场景为数据资产与实时分析。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,6,社会招聘,大数据,猎聘,上海,上海张江,2023-10-01,2023-11-01,2023,2023,猎聘
大数据,天工科技,数据治理工程师,北京,北京海淀区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据质量、SQL、数据血缘、DataHub、数据资产。典型场景为数据资产与实时分析。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,大数据,企业官网,北京,北京中关村,2023-03-12,2023-05-02,2023,2023,企业官网
大数据,星河科技,中级数据治理工程师,深圳,深圳福田区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据资产、数据质量、DataHub、SQL。典型场景为数据资产与实时分析。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,4,实习,大数据,猎聘,深圳,深圳华强北,2023-08-12,2023-10-09,2023,2023,猎聘
大数据,青桐科技,中级数据治理工程师,南京,南京雨花台区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataHub、数据质量、数据血缘、SQL、数据资产。典型场景为数据资产与实时分析。 需参与技术体系升级与重构。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,10,社会招聘,大数据,前程无忧,南京,南京软件谷,2023-12-15,2024-02-06,2023,2024,前程无忧
大数据,源生科技,数据治理工程师,深圳,深圳福田区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据质量、SQL、DataHub、数据资产、数据血缘。典型场景为数据资产与实时分析。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,大数据,智联招聘,深圳,深圳华强北,2023-02-13,2023-03-24,2023,2023,智联招聘
大数据,慧联科技,数据治理工程师,广州,广州天河区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据资产、数据质量、SQL、DataHub。典型场景为数据资产与实时分析。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,2,校园招聘,大数据,高校就业网,广州,广州科学城,2023-10-25,2023-12-01,2023,2023,高校就业网
大数据,星河科技,数据治理工程师,重庆,重庆渝北区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据质量、数据血缘、SQL、数据资产、DataHub。典型场景为数据资产与实时分析。 需负责安全合规体系的技术落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,5,实习,大数据,高校就业网,重庆,重庆两江新区,2023-08-25,2023-09-26,2023,2023,高校就业网
大数据,链云科技,中级数据治理工程师,重庆,重庆渝北区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据质量、DataHub、数据资产、数据血缘、SQL。典型场景为数据资产与实时分析。 需参与端云协同与边缘计算落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,6,实习,大数据,拉勾网,重庆,重庆两江新区,2023-05-09,2023-06-26,2023,2023,拉勾网
大数据,链云科技,数据治理工程师,深圳,深圳福田区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、SQL、数据质量、数据资产、DataHub。典型场景为数据资产与实时分析。 需参与公司核心业务中台建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,10,实习,大数据,高校就业网,深圳,深圳华强北,2023-01-22,2023-03-04,2023,2023,高校就业网
大数据,蜂巢智能,数据治理工程师,苏州,苏州工业园区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataHub、SQL、数据血缘、数据资产、数据质量。典型场景为数据资产与实时分析。 需参与低代码与智能化研发工具建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,大数据,BOSS直聘,苏州,苏州独墅湖,2023-05-12,2023-07-05,2023,2023,BOSS直聘
大数据,慧联科技,高级数据治理工程师,北京,北京朝阳区,16,25,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 SQL、DataHub、数据质量、数据资产、数据血缘。典型场景为数据资产与实时分析。 需参与跨部门数据治理专项。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,社会招聘,大数据,高校就业网,北京,北京望京,2023-09-12,2023-11-06,2023,2023,高校就业网
大数据,天枢科技,高级数据治理工程师,杭州,杭州西湖区,16,25,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据质量、数据资产、数据血缘、DataHub、SQL。典型场景为数据资产与实时分析。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,8,社会招聘,大数据,拉勾网,杭州,杭州未来科技城,2023-02-08,2023-03-21,2023,2023,拉勾网
大数据,源生科技,中级数据治理工程师,杭州,杭州余杭区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据资产、DataHub、SQL、数据质量、数据血缘。典型场景为数据资产与实时分析。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,6,实习,大数据,企业官网,杭州,杭州梦想小镇,2023-09-01,2023-10-29,2023,2023,企业官网
大数据,启明信息,数据治理工程师,深圳,深圳南山区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 SQL、数据血缘、数据资产、DataHub、数据质量。典型场景为数据资产与实时分析。 需负责核心链路的压测与容量规划。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,大数据,企业官网,深圳,深圳科技园,2023-06-10,2023-07-27,2023,2023,企业官网
大数据,量子智能,中级数据治理工程师,杭州,杭州余杭区,13,22,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 SQL、数据质量、数据血缘、DataHub、数据资产。典型场景为数据资产与实时分析。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,4,校园招聘,大数据,高校就业网,杭州,杭州梦想小镇,2023-09-09,2023-10-23,2023,2023,高校就业网
大数据,芯智科技,高级数据治理工程师,长沙,长沙岳麓区,16,25,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataHub、数据资产、SQL、数据血缘、数据质量。典型场景为数据资产与实时分析。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,3,校园招聘,大数据,前程无忧,长沙,长沙高新区,2023-05-22,2023-07-06,2023,2023,前程无忧
大数据,深蓝科技,数据治理工程师,厦门,厦门思明区,11,19,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据资产、DataHub、SQL、数据质量。典型场景为数据资产与实时分析。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,实习,大数据,高校就业网,厦门,厦门软件园,2023-05-12,2023-07-06,2023,2023,高校就业网
大数据,源生科技,中级数据治理工程师,合肥,合肥蜀山区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、隐私计算、数据资产、AI 数据治理、DataOps、数据可信。典型场景为数据资产与实时分析。 需参与跨部门数据治理专项。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,8,社会招聘,大数据,智联招聘,合肥,合肥高新区,2024-09-17,2024-10-31,2024,2024,智联招聘
大数据,云端智算,数据治理工程师,杭州,杭州西湖区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataOps、数据血缘、数据可信、隐私计算、AI 数据治理、数据资产。典型场景为数据资产与实时分析。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,7,社会招聘,大数据,高校就业网,杭州,杭州未来科技城,2024-02-20,2024-04-19,2024,2024,高校就业网
大数据,智航科技,中级数据治理工程师,南京,南京雨花台区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 隐私计算、AI 数据治理、数据血缘、数据可信、DataOps、数据资产。典型场景为数据资产与实时分析。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,5,实习,大数据,企业官网,南京,南京软件谷,2024-02-23,2024-04-11,2024,2024,企业官网
大数据,智臻信息,中级数据治理工程师,成都,成都高新区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据资产、AI 数据治理、数据血缘、数据可信、DataOps、隐私计算。典型场景为数据资产与实时分析。 需负责安全合规体系的技术落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,校园招聘,大数据,前程无忧,成都,成都天府软件园,2024-04-14,2024-06-06,2024,2024,前程无忧
大数据,数海信息,高级数据治理工程师,深圳,深圳南山区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 AI 数据治理、数据资产、DataOps、隐私计算、数据可信、数据血缘。典型场景为数据资产与实时分析。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,5,实习,大数据,高校就业网,深圳,深圳科技园,2024-04-28,2024-06-25,2024,2024,高校就业网
大数据,云启智能,高级数据治理工程师,南京,南京雨花台区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、AI 数据治理、DataOps、数据可信、隐私计算、数据资产。典型场景为数据资产与实时分析。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,大数据,企业官网,南京,南京软件谷,2024-02-13,2024-03-15,2024,2024,企业官网
大数据,苍穹数据,高级数据治理工程师,深圳,深圳福田区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据资产、AI 数据治理、DataOps、隐私计算、数据血缘、数据可信。典型场景为数据资产与实时分析。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,8,社会招聘,大数据,智联招聘,深圳,深圳华强北,2024-11-23,2025-01-16,2024,2025,智联招聘
大数据,伏羲智能,高级数据治理工程师,广州,广州天河区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataOps、数据可信、AI 数据治理、隐私计算、数据资产、数据血缘。典型场景为数据资产与实时分析。 需负责多云环境下的架构治理。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,社会招聘,大数据,前程无忧,广州,广州科学城,2024-02-05,2024-03-26,2024,2024,前程无忧
大数据,链云科技,数据治理工程师,苏州,苏州工业园区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据资产、数据可信、DataOps、隐私计算、AI 数据治理。典型场景为数据资产与实时分析。 需参与 AI 能力的工程化封装与平台化。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,6,校园招聘,大数据,企业官网,苏州,苏州独墅湖,2024-12-10,2025-01-20,2024,2025,企业官网
大数据,认知智能,数据治理工程师,成都,成都高新区,面议,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataOps、数据血缘、数据可信、数据资产、隐私计算、AI 数据治理。典型场景为数据资产与实时分析。 需参与新一代产品从 0 到 1 研发。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,实习,大数据,企业官网,成都,成都天府软件园,2024-01-06,2024-02-25,2024,2024,企业官网
大数据,睿思智能,中级数据治理工程师,苏州,苏州工业园区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据资产、隐私计算、数据可信、DataOps、AI 数据治理。典型场景为数据资产与实时分析。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,社会招聘,大数据,高校就业网,苏州,苏州独墅湖,2024-06-27,2024-08-26,2024,2024,高校就业网
大数据,磐石软件,中级数据治理工程师,成都,成都高新区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 AI 数据治理、数据可信、DataOps、隐私计算、数据资产、数据血缘。典型场景为数据资产与实时分析。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,10,实习,大数据,拉勾网,成都,成都天府软件园,2024-01-11,2024-02-14,2024,2024,拉勾网
大数据,蜂巢智能,数据治理工程师,合肥,合肥蜀山区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据可信、DataOps、数据血缘、AI 数据治理、隐私计算、数据资产。典型场景为数据资产与实时分析。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,校园招聘,大数据,前程无忧,合肥,合肥高新区,2024-12-25,2025-02-20,2024,2025,前程无忧
大数据,智臻信息,高级数据治理工程师,深圳,深圳南山区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、AI 数据治理、DataOps、隐私计算、数据资产、数据可信。典型场景为数据资产与实时分析。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,3,实习,大数据,前程无忧,深圳,深圳科技园,2024-12-16,2025-02-01,2024,2025,前程无忧
大数据,智航科技,高级数据治理工程师,西安,西安雁塔区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataOps、隐私计算、数据资产、数据可信、AI 数据治理、数据血缘。典型场景为数据资产与实时分析。 需参与多团队协同的复杂项目。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,大数据,前程无忧,西安,西安高新区,2024-12-08,2025-01-11,2024,2025,前程无忧
大数据,伏羲智能,中级数据治理工程师,深圳,深圳福田区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据可信、数据血缘、数据资产、AI 数据治理、隐私计算、DataOps。典型场景为数据资产与实时分析。 需参与行业解决方案的标准化输出。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,3,社会招聘,大数据,前程无忧,深圳,深圳华强北,2024-04-27,2024-06-03,2024,2024,前程无忧
大数据,源生科技,高级数据治理工程师,深圳,深圳南山区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据可信、DataOps、数据资产、AI 数据治理、数据血缘、隐私计算。典型场景为数据资产与实时分析。 需参与端云协同与边缘计算落地。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,社会招聘,大数据,智联招聘,深圳,深圳科技园,2024-08-16,2024-10-05,2024,2024,智联招聘
大数据,亿智信息,数据治理工程师,长沙,长沙岳麓区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据可信、DataOps、AI 数据治理、隐私计算、数据资产。典型场景为数据资产与实时分析。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,5,社会招聘,大数据,BOSS直聘,长沙,长沙高新区,2024-03-25,2024-05-08,2024,2024,BOSS直聘
大数据,微步科技,高级数据治理工程师,北京,北京朝阳区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据资产、数据血缘、AI 数据治理、数据可信、隐私计算、DataOps。典型场景为数据资产与实时分析。 需参与低代码与智能化研发工具建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,8,校园招聘,大数据,拉勾网,北京,北京望京,2024-03-11,2024-04-20,2024,2024,拉勾网
大数据,源生科技,数据治理工程师,北京,北京朝阳区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据可信、DataOps、数据资产、数据血缘、隐私计算、AI 数据治理。典型场景为数据资产与实时分析。 需负责关键系统的稳定性与可观测性建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,8,社会招聘,大数据,前程无忧,北京,北京望京,2024-02-14,2024-03-30,2024,2024,前程无忧
大数据,极光数据,高级数据治理工程师,西安,西安雁塔区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 隐私计算、数据资产、数据可信、AI 数据治理、DataOps、数据血缘。典型场景为数据资产与实时分析。 需负责业务指标的增长与量化复盘。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,4,社会招聘,大数据,前程无忧,西安,西安高新区,2024-06-13,2024-08-01,2024,2024,前程无忧
大数据,天工科技,中级数据治理工程师,深圳,深圳福田区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据可信、数据资产、隐私计算、AI 数据治理、DataOps。典型场景为数据资产与实时分析。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,校园招聘,大数据,BOSS直聘,深圳,深圳华强北,2024-02-23,2024-03-29,2024,2024,BOSS直聘
大数据,灵犀智能,中级数据治理工程师,杭州,杭州西湖区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、隐私计算、数据可信、数据资产、DataOps、AI 数据治理。典型场景为数据资产与实时分析。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,7,社会招聘,大数据,前程无忧,杭州,杭州未来科技城,2024-05-11,2024-06-28,2024,2024,前程无忧
大数据,峰云数据,中级数据治理工程师,厦门,厦门思明区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据可信、DataOps、AI 数据治理、隐私计算、数据血缘、数据资产。典型场景为数据资产与实时分析。 需负责高并发场景下的性能攻坚。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,9,校园招聘,大数据,企业官网,厦门,厦门软件园,2024-04-02,2024-05-04,2024,2024,企业官网
大数据,慧联科技,数据治理工程师,西安,西安雁塔区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 DataOps、隐私计算、数据资产、数据血缘、AI 数据治理、数据可信。典型场景为数据资产与实时分析。 需负责重点客户项目交付。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,大数据,高校就业网,西安,西安高新区,2024-04-08,2024-05-19,2024,2024,高校就业网
大数据,星环科技,数据治理工程师,广州,广州天河区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 AI 数据治理、数据血缘、隐私计算、数据可信、DataOps、数据资产。典型场景为数据资产与实时分析。 需参与技术体系升级与重构。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,8,校园招聘,大数据,猎聘,广州,广州科学城,2024-05-27,2024-07-21,2024,2024,猎聘
大数据,灵犀智能,高级数据治理工程师,重庆,重庆渝北区,17,26,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据血缘、数据资产、AI 数据治理、隐私计算、DataOps、数据可信。典型场景为数据资产与实时分析。 需参与开源项目的贡献与社区协作。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,10,社会招聘,大数据,猎聘,重庆,重庆两江新区,2024-02-11,2024-04-10,2024,2024,猎聘
大数据,矩阵智能,数据治理工程师,长沙,长沙岳麓区,12,20,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 数据可信、AI 数据治理、数据资产、数据血缘、隐私计算、DataOps。典型场景为数据资产与实时分析。 需负责大模型业务场景的落地验证。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,7,社会招聘,大数据,猎聘,长沙,长沙高新区,2024-06-20,2024-08-07,2024,2024,猎聘
大数据,数澜科技,中级数据治理工程师,上海,上海浦东新区,14,23,负责数据标准、质量、血缘与元数据治理，保障数据资产可信可用。要求掌握 AI 数据治理、数据可信、隐私计算、数据资产、数据血缘、DataOps。典型场景为数据资产与实时分析。 需负责数据资产化与指标体系建设。 候选人需具备良好的协作沟通能力，参与核心业务场景交付，并对关键指标进行量化复盘。,本科及以上,2年以上,6,社会招聘,大数据,猎聘,上海,上海张江,2024-05-17,2024-06-27,2024,2024,猎聘
