人工智能关键词,企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,来源平台,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
物联网,智联工业,中级物联网平台工程师,武汉,武汉高新区,20,34,负责设备接入、协议适配、数据采集与物联网平台开发。要求 嵌入式C、物联网协议、Linux、RESTful API、MySQL；熟悉边缘计算、Docker、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第5类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,2,社会招聘,物联网,高校就业网,武汉,武汉,2026-05-12,2026-07-11,2026,2026,高校就业网
物联网,长江数科,高级物联网平台工程师,南京,南京高新区,12,22,负责设备接入、协议适配、数据采集与物联网平台开发。要求 嵌入式C、物联网协议、Linux、RESTful API、MySQL；熟悉边缘计算、Docker、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第6类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,3,社会招聘,物联网,BOSS直聘,南京,南京,2026-05-01,2026-06-30,2026,2026,BOSS直聘
物联网,北辰软件,物联网平台工程师,成都,成都高新区,14,25,负责设备接入、协议适配、数据采集与物联网平台开发。要求 嵌入式C、物联网协议、Linux、RESTful API、MySQL；熟悉边缘计算、Docker、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第7类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,物联网,企业官网,成都,成都,2026-04-20,2026-06-19,2026,2026,企业官网
物联网,矩阵创新,中级物联网平台工程师,广州,广州高新区,16,28,负责设备接入、协议适配、数据采集与物联网平台开发。要求 嵌入式C、物联网协议、Linux、RESTful API、MySQL；熟悉边缘计算、Docker、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第8类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,2,社会招聘,物联网,智联招聘,广州,广州,2026-04-09,2026-06-08,2026,2026,智联招聘
物联网,远景智云,高级物联网平台工程师,苏州,苏州高新区,18,31,负责设备接入、协议适配、数据采集与物联网平台开发。要求 嵌入式C、物联网协议、Linux、RESTful API、MySQL；熟悉边缘计算、Docker、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第9类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,3,社会招聘,物联网,前程无忧,苏州,苏州,2026-03-29,2026-05-28,2026,2026,前程无忧
物联网,科创引擎,物联网平台工程师,合肥,合肥高新区,20,34,负责设备接入、协议适配、数据采集与物联网平台开发。要求 嵌入式C、物联网协议、Linux、RESTful API、MySQL；熟悉边缘计算、Docker、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第10类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,1,社会招聘,物联网,高校就业网,合肥,合肥,2026-03-18,2026-05-17,2026,2026,高校就业网
智能系统,星河科技,计算机视觉算法工程师,北京,北京高新区,12,22,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第1类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,1,社会招聘,智能系统,BOSS直聘,北京,北京,2026-06-18,2026-08-17,2026,2026,BOSS直聘
智能系统,云启智能,中级计算机视觉算法工程师,上海,上海高新区,14,25,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第2类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,智能系统,企业官网,上海,上海,2026-06-07,2026-08-06,2026,2026,企业官网
智能系统,数澜未来,高级计算机视觉算法工程师,深圳,深圳高新区,16,28,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第3类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,3,社会招聘,智能系统,智联招聘,深圳,深圳,2026-05-27,2026-07-26,2026,2026,智联招聘
智能系统,海岳信息,计算机视觉算法工程师,杭州,杭州高新区,18,31,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第4类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,1,社会招聘,智能系统,前程无忧,杭州,杭州,2026-05-16,2026-07-15,2026,2026,前程无忧
智能系统,智联工业,中级计算机视觉算法工程师,武汉,武汉高新区,20,34,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第5类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,2,社会招聘,智能系统,高校就业网,武汉,武汉,2026-05-05,2026-07-04,2026,2026,高校就业网
智能系统,长江数科,高级计算机视觉算法工程师,南京,南京高新区,12,22,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第6类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,3,社会招聘,智能系统,BOSS直聘,南京,南京,2026-04-24,2026-06-23,2026,2026,BOSS直聘
智能系统,北辰软件,计算机视觉算法工程师,成都,成都高新区,14,25,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第7类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,智能系统,企业官网,成都,成都,2026-04-13,2026-06-12,2026,2026,企业官网
智能系统,矩阵创新,中级计算机视觉算法工程师,广州,广州高新区,16,28,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第8类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,2,社会招聘,智能系统,智联招聘,广州,广州,2026-04-02,2026-06-01,2026,2026,智联招聘
智能系统,远景智云,高级计算机视觉算法工程师,苏州,苏州高新区,18,31,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第9类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,3,社会招聘,智能系统,前程无忧,苏州,苏州,2026-03-22,2026-05-21,2026,2026,前程无忧
智能系统,科创引擎,计算机视觉算法工程师,合肥,合肥高新区,20,34,负责图像识别、目标检测与视觉模型部署，完成数据处理、训练、评测和工程优化。要求 Python、深度学习、PyTorch、计算机视觉、Linux、Git；熟悉 Docker、边缘计算者优先。 候选人需具备良好的协作沟通能力，参与第10类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,1,社会招聘,智能系统,高校就业网,合肥,合肥,2026-03-11,2026-05-10,2026,2026,高校就业网
智能系统,星河科技,数字孪生解决方案工程师,北京,北京高新区,12,22,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第1类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,1,社会招聘,智能系统,BOSS直聘,北京,北京,2026-06-11,2026-08-10,2026,2026,BOSS直聘
智能系统,云启智能,中级数字孪生解决方案工程师,上海,上海高新区,14,25,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第2类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,智能系统,企业官网,上海,上海,2026-05-31,2026-07-30,2026,2026,企业官网
智能系统,数澜未来,高级数字孪生解决方案工程师,深圳,深圳高新区,16,28,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第3类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,3,社会招聘,智能系统,智联招聘,深圳,深圳,2026-05-20,2026-07-19,2026,2026,智联招聘
智能系统,海岳信息,数字孪生解决方案工程师,杭州,杭州高新区,18,31,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第4类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,1,社会招聘,智能系统,前程无忧,杭州,杭州,2026-05-09,2026-07-08,2026,2026,前程无忧
智能系统,智联工业,中级数字孪生解决方案工程师,武汉,武汉高新区,20,34,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第5类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,2,社会招聘,智能系统,高校就业网,武汉,武汉,2026-04-28,2026-06-27,2026,2026,高校就业网
智能系统,长江数科,高级数字孪生解决方案工程师,南京,南京高新区,12,22,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第6类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,3,社会招聘,智能系统,BOSS直聘,南京,南京,2026-04-17,2026-06-16,2026,2026,BOSS直聘
智能系统,北辰软件,数字孪生解决方案工程师,成都,成都高新区,14,25,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第7类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,智能系统,企业官网,成都,成都,2026-04-06,2026-06-05,2026,2026,企业官网
智能系统,矩阵创新,中级数字孪生解决方案工程师,广州,广州高新区,16,28,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第8类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,2,社会招聘,智能系统,智联招聘,广州,广州,2026-03-26,2026-05-25,2026,2026,智联招聘
智能系统,远景智云,高级数字孪生解决方案工程师,苏州,苏州高新区,18,31,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第9类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,3,社会招聘,智能系统,前程无忧,苏州,苏州,2026-03-15,2026-05-14,2026,2026,前程无忧
智能系统,科创引擎,数字孪生解决方案工程师,合肥,合肥高新区,20,34,负责工业设备数字孪生建模、实时数据接入和可视化应用，推动智慧工厂落地。要求 数字孪生、物联网协议、边缘计算、Python、MySQL；熟悉计算机视觉、Kafka、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第10类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,1,社会招聘,智能系统,高校就业网,合肥,合肥,2026-03-04,2026-05-03,2026,2026,高校就业网
云原生,星河科技,云原生开发工程师,北京,北京高新区,12,22,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第1类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,1,社会招聘,云原生,BOSS直聘,北京,北京,2026-06-04,2026-08-03,2026,2026,BOSS直聘
云原生,云启智能,中级云原生开发工程师,上海,上海高新区,14,25,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第2类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,云原生,企业官网,上海,上海,2026-05-24,2026-07-23,2026,2026,企业官网
云原生,数澜未来,高级云原生开发工程师,深圳,深圳高新区,16,28,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第3类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,3,社会招聘,云原生,智联招聘,深圳,深圳,2026-05-13,2026-07-12,2026,2026,智联招聘
云原生,海岳信息,云原生开发工程师,杭州,杭州高新区,18,31,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第4类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,1,社会招聘,云原生,前程无忧,杭州,杭州,2026-05-02,2026-07-01,2026,2026,前程无忧
云原生,智联工业,中级云原生开发工程师,武汉,武汉高新区,20,34,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第5类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,2,社会招聘,云原生,高校就业网,武汉,武汉,2026-04-21,2026-06-20,2026,2026,高校就业网
云原生,长江数科,高级云原生开发工程师,南京,南京高新区,12,22,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第6类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,3,社会招聘,云原生,BOSS直聘,南京,南京,2026-04-10,2026-06-09,2026,2026,BOSS直聘
云原生,北辰软件,云原生开发工程师,成都,成都高新区,14,25,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第7类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,云原生,企业官网,成都,成都,2026-03-30,2026-05-29,2026,2026,企业官网
云原生,矩阵创新,中级云原生开发工程师,广州,广州高新区,16,28,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第8类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,2,社会招聘,云原生,智联招聘,广州,广州,2026-03-19,2026-05-18,2026,2026,智联招聘
云原生,远景智云,高级云原生开发工程师,苏州,苏州高新区,18,31,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第9类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,3,社会招聘,云原生,前程无忧,苏州,苏州,2026-03-08,2026-05-07,2026,2026,前程无忧
云原生,科创引擎,云原生开发工程师,合肥,合肥高新区,20,34,负责容器平台、微服务治理和持续交付体系建设。要求 Docker、Kubernetes、Linux、Git、CI/CD、微服务；熟悉 Java、Spring Cloud、Redis、Kafka 者优先。 候选人需具备良好的协作沟通能力，参与第10类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,1,社会招聘,云原生,高校就业网,合肥,合肥,2026-02-25,2026-04-26,2026,2026,高校就业网
人工智能,星河科技,机器学习工程师,北京,北京高新区,12,22,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第1类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,1,社会招聘,人工智能,BOSS直聘,北京,北京,2026-05-28,2026-07-27,2026,2026,BOSS直聘
人工智能,云启智能,中级机器学习工程师,上海,上海高新区,14,25,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第2类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,人工智能,企业官网,上海,上海,2026-05-17,2026-07-16,2026,2026,企业官网
人工智能,数澜未来,高级机器学习工程师,深圳,深圳高新区,16,28,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第3类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,3,社会招聘,人工智能,智联招聘,深圳,深圳,2026-05-06,2026-07-05,2026,2026,智联招聘
人工智能,海岳信息,机器学习工程师,杭州,杭州高新区,18,31,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第4类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,1,社会招聘,人工智能,前程无忧,杭州,杭州,2026-04-25,2026-06-24,2026,2026,前程无忧
人工智能,智联工业,中级机器学习工程师,武汉,武汉高新区,20,34,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第5类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,2,社会招聘,人工智能,高校就业网,武汉,武汉,2026-04-14,2026-06-13,2026,2026,高校就业网
人工智能,长江数科,高级机器学习工程师,南京,南京高新区,12,22,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第6类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,3,社会招聘,人工智能,BOSS直聘,南京,南京,2026-04-03,2026-06-02,2026,2026,BOSS直聘
人工智能,北辰软件,机器学习工程师,成都,成都高新区,14,25,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第7类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,人工智能,企业官网,成都,成都,2026-03-23,2026-05-22,2026,2026,企业官网
人工智能,矩阵创新,中级机器学习工程师,广州,广州高新区,16,28,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第8类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,2,社会招聘,人工智能,智联招聘,广州,广州,2026-03-12,2026-05-11,2026,2026,智联招聘
人工智能,远景智云,高级机器学习工程师,苏州,苏州高新区,18,31,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第9类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,3,社会招聘,人工智能,前程无忧,苏州,苏州,2026-03-01,2026-04-30,2026,2026,前程无忧
人工智能,科创引擎,机器学习工程师,合肥,合肥高新区,20,34,负责预测、推荐与风控模型的特征工程、训练评测和部署。要求 Python、机器学习、深度学习、PyTorch、SQL、Git；熟悉 Docker、TensorFlow、数据治理者优先。 候选人需具备良好的协作沟通能力，参与第10类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,1,社会招聘,人工智能,高校就业网,合肥,合肥,2026-02-18,2026-04-19,2026,2026,高校就业网
智能系统,星河科技,智能系统工程师,北京,北京高新区,12,22,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第1类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,1,社会招聘,智能系统,BOSS直聘,北京,北京,2026-05-21,2026-07-20,2026,2026,BOSS直聘
智能系统,云启智能,中级智能系统工程师,上海,上海高新区,14,25,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第2类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,智能系统,企业官网,上海,上海,2026-05-10,2026-07-09,2026,2026,企业官网
智能系统,数澜未来,高级智能系统工程师,深圳,深圳高新区,16,28,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第3类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,3,社会招聘,智能系统,智联招聘,深圳,深圳,2026-04-29,2026-06-28,2026,2026,智联招聘
智能系统,海岳信息,智能系统工程师,杭州,杭州高新区,18,31,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第4类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,1,社会招聘,智能系统,前程无忧,杭州,杭州,2026-04-18,2026-06-17,2026,2026,前程无忧
智能系统,智联工业,中级智能系统工程师,武汉,武汉高新区,20,34,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第5类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,2,社会招聘,智能系统,高校就业网,武汉,武汉,2026-04-07,2026-06-06,2026,2026,高校就业网
智能系统,长江数科,高级智能系统工程师,南京,南京高新区,12,22,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第6类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,3,社会招聘,智能系统,BOSS直聘,南京,南京,2026-03-27,2026-05-26,2026,2026,BOSS直聘
智能系统,北辰软件,智能系统工程师,成都,成都高新区,14,25,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第7类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,1,社会招聘,智能系统,企业官网,成都,成都,2026-03-16,2026-05-15,2026,2026,企业官网
智能系统,矩阵创新,中级智能系统工程师,广州,广州高新区,16,28,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第8类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,2,社会招聘,智能系统,智联招聘,广州,广州,2026-03-05,2026-05-04,2026,2026,智联招聘
智能系统,远景智云,高级智能系统工程师,苏州,苏州高新区,18,31,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第9类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,3,社会招聘,智能系统,前程无忧,苏州,苏州,2026-02-22,2026-04-23,2026,2026,前程无忧
智能系统,科创引擎,智能系统工程师,合肥,合肥高新区,20,34,负责机器人或智能设备的软件系统集成、感知决策和部署。要求 Python、ROS、计算机视觉、Linux、Git；熟悉边缘计算、物联网协议、Docker 者优先。 候选人需具备良好的协作沟通能力，参与第10类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,1,社会招聘,智能系统,高校就业网,合肥,合肥,2026-02-11,2026-04-12,2026,2026,高校就业网
大数据,星河科技,数据治理工程师,北京,北京高新区,12,22,负责数据标准、元数据、质量规则、血缘和主数据治理。要求 SQL、数据治理、ETL、数据仓库、MySQL；熟悉 Spark、Flink、知识图谱者优先。 候选人需具备良好的协作沟通能力，参与第1类业务场景交付，并对核心指标进行量化复盘。,本科及以上,1年以上,1,社会招聘,大数据,BOSS直聘,北京,北京,2026-05-14,2026-07-13,2026,2026,BOSS直聘
大数据,云启智能,中级数据治理工程师,上海,上海高新区,14,25,负责数据标准、元数据、质量规则、血缘和主数据治理。要求 SQL、数据治理、ETL、数据仓库、MySQL；熟悉 Spark、Flink、知识图谱者优先。 候选人需具备良好的协作沟通能力，参与第2类业务场景交付，并对核心指标进行量化复盘。,本科及以上,2年以上,2,社会招聘,大数据,企业官网,上海,上海,2026-05-03,2026-07-02,2026,2026,企业官网
大数据,数澜未来,高级数据治理工程师,深圳,深圳高新区,16,28,负责数据标准、元数据、质量规则、血缘和主数据治理。要求 SQL、数据治理、ETL、数据仓库、MySQL；熟悉 Spark、Flink、知识图谱者优先。 候选人需具备良好的协作沟通能力，参与第3类业务场景交付，并对核心指标进行量化复盘。,本科及以上,3年以上,3,社会招聘,大数据,智联招聘,深圳,深圳,2026-04-22,2026-06-21,2026,2026,智联招聘
大数据,海岳信息,数据治理工程师,杭州,杭州高新区,18,31,负责数据标准、元数据、质量规则、血缘和主数据治理。要求 SQL、数据治理、ETL、数据仓库、MySQL；熟悉 Spark、Flink、知识图谱者优先。 候选人需具备良好的协作沟通能力，参与第4类业务场景交付，并对核心指标进行量化复盘。,本科及以上,4年以上,1,社会招聘,大数据,前程无忧,杭州,杭州,2026-04-11,2026-06-10,2026,2026,前程无忧
大数据,智联工业,中级数据治理工程师,武汉,武汉高新区,20,34,负责数据标准、元数据、质量规则、血缘和主数据治理。要求 SQL、数据治理、ETL、数据仓库、MySQL；熟悉 Spark、Flink、知识图谱者优先。 候选人需具备良好的协作沟通能力，参与第5类业务场景交付，并对核心指标进行量化复盘。,本科及以上,5年以上,2,社会招聘,大数据,高校就业网,武汉,武汉,2026-03-31,2026-05-30,2026,2026,高校就业网
